ano_laudo;documento;substancia;qtd_comprimidos_unidades;qtd_selos_unidades;qnt_solido_gramas;qtd_erva_gramas;qtd_papel_gramas;volume_ml;Grupo;Observação
2021;Laudo 1659/2021-SETEC/SR/PF/PR;MDMA;50;;;;;;drogas clássicas;
2021;Laudo 1663/2021-SETEC/SR/PF/RS;MDMA;25;;;;;;drogas clássicas;
2021;Laudo 1665/2021-NUCRIM/SETEC/SR/PF/SP;MDA;197;;;;;;drogas clássicas;
2021;Laudo 1665/2021-NUCRIM/SETEC/SR/PF/SP;MDA;198;;;;;;drogas clássicas;
2021;Laudo 1665/2021-NUCRIM/SETEC/SR/PF/SP;MDA;200;;;;;;drogas clássicas;
2021;Laudo 1665/2021-NUCRIM/SETEC/SR/PF/SP;MDA;197;;;;;;drogas clássicas;
2021;Laudo 1665/2021-NUCRIM/SETEC/SR/PF/SP;MDA;201;;;;;;drogas clássicas;
2021;Laudo 1665/2021-SETEC/SR/PF/RS;MDMA;46;;;;;;drogas clássicas;
2021;Laudo 1666/2021-SETEC/SR/PF/RS;MDMA;15;;;;;;drogas clássicas;
2021;Laudo 1667/2021-SETEC/SR/PF/RS;MDMA;10;;;;;;drogas clássicas;
2021;Laudo 1668/2021-SETEC/SR/PF/RS;MDMA;49;;;;;;drogas clássicas;
2021;Laudo 1670/2021-SETEC/SR/PF/PR;Metanfetamina;;;0,80;;;;drogas clássicas;
2021;Laudo 1671/2021-SETEC/SR/PF/PR;MDMA;14;;;;;;drogas clássicas;
2021;Laudo 1676/2021-INC/DITEC/PF;MDMA;1;;;;;;drogas clássicas;
2021;Laudo 1676/2021-INC/DITEC/PF;MDMA;2;;;;;;drogas clássicas;
2021;Laudo 1676/2021-INC/DITEC/PF;LSD;;2;;;;;drogas clássicas;
2021;Laudo 1678/2021-SETEC/SR/PF/RS;Metanfetamina;2824;;;;;;drogas clássicas;
2021;Laudo 1680/2021-SETEC/SR/PF/PR;MDMA;31;;;;;;drogas clássicas;
2021;Laudo 1682/2021-SETEC/SR/PF/PR;MDMA;27;;;;;;drogas clássicas;
2021;Laudo 169/2021-SETEC/SR/PF/SE;LSD;;175;;;;;drogas clássicas;
2021;Laudo 1694/2021-INC/DITEC/PF;MDMA;5;;;;;;drogas clássicas;
2021;Laudo 1694/2021-INC/DITEC/PF;MDMA;5;;;;;;drogas clássicas;
2021;Laudo 1694/2021-INC/DITEC/PF;MDMA;5;;;;;;drogas clássicas;
2021;Laudo 1694/2021-INC/DITEC/PF;MDMA;5;;;;;;drogas clássicas;
2021;Laudo 1694/2021-INC/DITEC/PF;MDA;5;;;;;;drogas clássicas;
2021;Laudo 1694/2021-INC/DITEC/PF;MDMA;5;;;;;;drogas clássicas;
2021;Laudo 1696/2021-SETEC/SR/PF/PR;MDMA;5;;;;;;drogas clássicas;
2021;Laudo 1698/2021-SETEC/SR/PF/PR;MDMA;11;;;;;;drogas clássicas;
2021;Laudo 1698/2021-SETEC/SR/PF/RS;2C-B;5;;;;;;feniletilaminas;
2021;Laudo 1702/2021-INC/DITEC/PF;25B-NBOH;;1;;;;;feniletilaminas;
2021;Laudo 1709/2021-INC/DITEC/PF;LSD;;100;;;;;drogas clássicas;
2021;Laudo 1723/2021-INC/DITEC/PF;2-Cl-4.5-MDA;1;;;;;;feniletilaminas;
2021;Laudo 1731/2021-NUCRIM/SETEC/SR/PF/SP;Metanfetamina;815;;;;;;drogas clássicas;
2021;Laudo 1736/2021-NUCRIM/SETEC/SR/PF/SP;Metanfetamina;;;0,51;;;;drogas clássicas;
2021;Laudo 1736/2021 – NUCRIM/SETEC/SR/PF/SP;GBL;;;;;;15000,00;outras substâncias sintéticas;
2021;Laudo 175/2021-INC/DITEC/PF;MDA;299;;;;;;drogas clássicas;
2021;Laudo 1788/2021-SETEC/SR/PF/PR;MDMA;25;;;;;;drogas clássicas;
2021;Laudo 1806/2021-SETEC/SR/PF/RS;MDMA;50;;;;;;drogas clássicas;
2021;Laudo 1806/2021-SETEC/SR/PF/RS;Anfetamina;;;17,20;;;;drogas clássicas;
2021;Laudo 1807/2021-NUCRIM/SETEC/SR/PF/SP;Clobenzorex;;;27886,00;;;;feniletilaminas;
2021;Laudo 1813/2021-NUCRIM/SETEC/SR/PF/SP;Cetamina;;;54,00;;;;Aril-ciclo-alquilaminas;
2021;Laudo 183/2021-INC/DITEC/PF;25B-NBOH;;25;;;;;feniletilaminas;
2021;Laudo 183/2021-INC/DITEC/PF;25E-NBOH;;15;;;;;feniletilaminas;
2021;Laudo 183/2021-INC/DITEC/PF;MDA;98;;;;;;drogas clássicas;
2021;Laudo 1835/2021-SETEC/SR/PF/MS;LSD;;2;;;;;drogas clássicas;
2021;Laudo 1835/2021-SETEC/SR/PF/MS;MDMA;4;;;;;;drogas clássicas;
2021;Laudo 1835/2021-SETEC/SR/PF/MS;MDA;4;;;;;;drogas clássicas;
2021;Laudo 1867/2021-INC/DITEC/PF;MDA;1000;;;;;;drogas clássicas;
2021;Laudo 1867/2021-INC/DITEC/PF;LSD;;22;;;;;drogas clássicas;
2021;Laudo 1872/2021-NUCRIM/SETEC/SR/PF/RJ;MDMA;112;;;;;;drogas clássicas;
2021;Laudo 1872/2021-NUCRIM/SETEC/SR/PF/RJ;MDMA;163;;;;;;drogas clássicas;
2021;Laudo 1876/2021-INC/DITEC/PF;MDMA;50;;;;;;drogas clássicas;
2021;Laudo 1881/2021-INC/DITEC/PF;MDA;4;;;;;;drogas clássicas;
2021;Laudo 189/2021-SETEC/SR/PF/AM;25E-NBOH;;13;;;;;feniletilaminas;
2021;Laudo 1908/2021-NUCRIM/SETEC/SR/PF/SP;MDA;197;;;;;;drogas clássicas;
2021;Laudo 1908/2021-NUCRIM/SETEC/SR/PF/SP;MDA;200;;;;;;drogas clássicas;
2021;Laudo 1908/2021-NUCRIM/SETEC/SR/PF/SP;MDA;200;;;;;;drogas clássicas;
2021;Laudo 1908/2021-NUCRIM/SETEC/SR/PF/SP;MDA;200;;;;;;drogas clássicas;
2021;Laudo 1908/2021-NUCRIM/SETEC/SR/PF/SP;MDA;202;;;;;;drogas clássicas;
2021;Laudo 196/2021-SETEC/SR/PF/ES;MDMA;100;;;;;;drogas clássicas;
2021;Laudo 1963/2021-SETEC/SR/PF/MG;Clobenzorex;645;;;;;;feniletilaminas;
2021;Laudo 1998/2021-NUCRIM/SETEC/SR/PF/SP;MDMA;3;;;;;;drogas clássicas;
2021;Laudo 200/2021-SETEC/SR/PF/RO;MDMA;100;;;;;;drogas clássicas;
2021;Laudo 200/2021-SETEC/SR/PF/RO;MDMA;100;;;;;;drogas clássicas;
2021;Laudo 2002/2021-NUCRIM/SETEC/SR/PF/SP;MDMA;20;;;;;;drogas clássicas;
2021;Laudo 2006/2021-NUCRIM/SETEC/SR/PF/SP;LSD;;1347;;;;;drogas clássicas;
2021;Laudo 203/2021-SETEC/SR/PF/PE;MDA;200;;;;;;drogas clássicas;
2021;Laudo 207/2021-SETEC/SR/PF/BA;MDMA;100;;;;;;drogas clássicas;
2021;Laudo 2070/2021-NUCRIM/SETEC/SR/PF/SP;Metanfetamina;;;4891,00;;;;drogas clássicas;
2021;Laudo 213/2021-SETEC/SR/PF/RR;MDA;272;;;;;;drogas clássicas;
2021;Laudo 213/2021-SETEC/SR/PF/RR;MDA;50;;;;;;drogas clássicas;
2021;Laudo 213/2021-SETEC/SR/PF/RR;MDA;6;;;;;;drogas clássicas;
2021;Laudo 215/2021-SETEC/SR/PF/ES;MDMA;50;;;;;;drogas clássicas;
2021;Laudo 215/2021-SETEC/SR/PF/ES;MDMA;;;9,80;;;;drogas clássicas;
2021;Laudo 216/2021-SETEC/SR/PF/PB;Clobenzorex;14;;;;;;feniletilaminas;
2021;Laudo 2193/2021-SETEC/SR/PF/MG;25E-NBOH;;25;;;;;feniletilaminas;
2021;Laudo 2233/2021-NUCRIM/SETEC/SR/PF/SP;Cetamina;;;297,00;;;;Aril-ciclo-alquilaminas;
2021;Laudo 2258/2021-INC/DITEC/PF;25I-NBOMe;;1;;;;;feniletilaminas;
2021;Laudo 2263/2021-NUCRIM/SETEC/SR/PF/SP;Metanfetamina;;;5973,00;;;;drogas clássicas;
2021;Laudo 2273/2021-INC/DITEC/PF;MDMA;3;;;;;;drogas clássicas;
2021;Laudo 2275/2021-INC/DITEC/PF;MDMA;5;;;;;;drogas clássicas;
2021;Laudo 2277/2021-INC/DITEC/PF;MDMA;10;;;;;;drogas clássicas;
2021;Laudo 2277/2021-NUCRIM/SETEC/SR/PF/SP;Metanfetamina;;;6952,00;;;;drogas clássicas;
2021;Laudo 2288/2021-INC/DITEC/PF;MDMA;;;1,00;;;;drogas clássicas;
2021;Laudo 2289/2021-INC/DITEC/PF;MDMA;;;11,00;;;;drogas clássicas;
2021;Laudo 229/2021-INC/DITEC/PF;25E-NBOH;;250;;;;;feniletilaminas;
2021;Laudo 229/2021-INC/DITEC/PF;4F-MDMB-BUTINACA;;;;;2,72;;canabinoides sintéticos;
2021;Laudo 2290/2021-INC/DITEC/PF;MDMA;;;7,00;;;;drogas clássicas;
2021;Laudo 2292/2021-INC/DITEC/PF;LSD;;1;;;;;drogas clássicas;
2021;Laudo 2299/2021-INC/DITEC/PF;MDMA;;;1,00;;;;drogas clássicas;
2021;Laudo 230/2021-SETEC/SR/PF/PR;MDMA;10;;;;;;drogas clássicas;
2021;Laudo 2302/2021-INC/DITEC/PF;MDMA;;;13,00;;;;drogas clássicas;
2021;Laudo 2303/2021-INC/DITEC/PF;MDMA;;;1,00;;;;drogas clássicas;
2021;Laudo 2304/2021-SETEC/SR/PF/MG;2C-B;10;;;;;;feniletilaminas;
2021;Laudo 2334/2021-INC/DITEC/PF;MDMA;;;5,02;;;;drogas clássicas;
2021;Laudo 2338/2021-INC/DITEC/PF;MDMA;;;25,00;;;;drogas clássicas;
2021;Laudo 2343/2021-INC/DITEC/PF;MDMA;;;12,00;;;;drogas clássicas;
2021;Laudo 2344/2021-INC/DITEC/PF;MDMA;;;2,00;;;;drogas clássicas;
2021;Laudo 2346/2021-NUCRIM/SETEC/SR/PF/SP;Metanfetamina;;;5634,00;;;;drogas clássicas;
2021;Laudo 2350/2021-SETEC/SR/PF/MG;MDMA;;;3,80;;;;drogas clássicas;
2021;Laudo 2357/2021-INC/DITEC/PF;MDMA;20;;;;;;drogas clássicas;
2021;Laudo 2358/2021-INC/DITEC/PF;MDMA;;;2,00;;;;drogas clássicas;
2021;Laudo 236/2021-SETEC/SR/PF/SC;MDMA;213;;;;;;drogas clássicas;
2021;Laudo 2360/2021-INC/DITEC/PF;MDMA;5;;;;;;drogas clássicas;
2021;Laudo 2368/2021-INC/DITEC/PF;MDMA;12;;;;;;drogas clássicas;
2021;Laudo 2382/2021-NUCRIM/SETEC/SR/PF/RJ;MDA;8;;;;;;drogas clássicas;
2021;Laudo 2382/2021-NUCRIM/SETEC/SR/PF/RJ;Metanfetamina;4;;;;;;drogas clássicas;
2021;Laudo 2419/2021-INC/DITEC/PF;MDMA;10;;;;;;drogas clássicas;
2021;Laudo 2420/2021-INC/DITEC/PF;MDMA;10;;;;;;drogas clássicas;
2021;Laudo 245/2021-SETEC/SR/PF/SE;25C-NBOH;;475;;;;;feniletilaminas;
2021;Laudo 2458/2021-INC/DITEC/PF;25B-NBOH;;2;;;;;feniletilaminas;
2021;Laudo 246/2021-SETEC/SR/PF/SE;Clobenzorex;55;;;;;;feniletilaminas;
2021;Laudo 2460/2021-INC/DITEC/PF;MDMA;5;;;;;;drogas clássicas;
2021;Laudo 2461/2021-INC/DITEC/PF;MDMA;50;;;;;;drogas clássicas;
2021;Laudo 2468/2021-INC/DITEC/PF;N-butilpentilona;;;33,37;;;;catinonas sintéticas;
2021;Laudo 248/2021-NUCRIM/SETEC/SR/PF/SP;LSD;;8738;;;;;drogas clássicas;
2021;Laudo 2507/2021-INC/DITEC/PF;25E-NBOH;;849;;;;;feniletilaminas;
2021;Laudo 2579/2021-INC/DITEC/PF;25E-NBOH;;2;;;;;feniletilaminas;
2021;Laudo 261/2021-INC/DITEC/PF;MDMA;50;;;;;;drogas clássicas;
2021;Laudo 2611/2021-INC/DITEC/PF;MDMA;20;;;;;;drogas clássicas;
2021;Laudo 2611/2021-INC/DITEC/PF;MDMA;1;;;;;;drogas clássicas;
2021;Laudo 2617/2021-INC/DITEC/PF;MDA;524;;;;;;drogas clássicas;
2021;Laudo 2619/2021-INC/DITEC/PF;MDMA;56;;;;;;drogas clássicas;
2021;Laudo 2619/2021-INC/DITEC/PF;MDMA;2;;;;;;drogas clássicas;
2021;Laudo 2647/2021-INC/DITEC/PF;MDMA;3;;;;;;drogas clássicas;
2021;Laudo 2619/2021-INC/DITEC/PF;MDMA;2;;;;;;drogas clássicas;
2021;Laudo 266/2021-INC/DITEC/PF;MDA;300;;;;;;drogas clássicas;
2021;Laudo 2662/2021-INC/DITEC/PF;Psilocina;;;5,22;;;;Substância de origem vegetal;
2021;Laudo 267/2021-INC/DITEC/PF;MDA;229;;;;;;drogas clássicas;
2021;Laudo 269/2021-INC/DITEC/PF;MDMA;;;21,30;;;;drogas clássicas;
2021;Laudo 270/2021-INC/DITEC/PF;25E-NBOH;;25;;;;;feniletilaminas;
2021;Laudo 270/2021-INC/DITEC/PF;25E-NBOH;;25;;;;;feniletilaminas;
2021;Laudo 270/2021-INC/DITEC/PF;25E-NBOH;;25;;;;;feniletilaminas;
2021;Laudo 270/2021-INC/DITEC/PF;25E-NBOH;;25;;;;;feniletilaminas;
2021;Laudo 270/2021-INC/DITEC/PF;25E-NBOH;;25;;;;;feniletilaminas;
2021;Laudo 2714/2021-INC/DITEC/PF;MDMA;;;105,00;;;;drogas clássicas;
2021;Laudo 2715/2021-INC/DITEC/PF;MDMA;;;10,45;;;;drogas clássicas;
2021;Laudo 272/2021-SETEC/SR/PF/BA;MDMA;98;;;;;;drogas clássicas;
2021;Laudo 2722/2021-INC/DITEC/PF;25B-NBOMe + 25C-NBOMe;;12;;;;;mistura: feniletilaminas;
2021;Laudo 2739/2021-INC/DITEC/PF;MDMA;;;9,84;;;;drogas clássicas;
2021;Laudo 274/2021-INC/DITEC/PF;MDMA;;;12,00;;;;drogas clássicas;
2021;Laudo 274/2021-INC/DITEC/PF;LSD;;1;;;;;drogas clássicas;
2021;Laudo 2740/2021-INC/DITEC/PF;MDMA;;;15,00;;;;drogas clássicas;
2021;Laudo 2743/2021-INC/DITEC/PF;JWH-210;4;;;;;;canabinoides sintéticos;
2021;Laudo 2756/2021-INC/DITEC/PF;MDMA;;;8,60;;;;drogas clássicas;
2021;Laudo 2757/2021-INC/DITEC/PF;MDMA;;;10,14;;;;drogas clássicas;
2021;Laudo 2758/2021-INC/DITEC/PF;MDMA;;;12,24;;;;drogas clássicas;
2021;Laudo 279/2021-SETEC/SR/PF/BA;MDMA;50;;;;;;drogas clássicas;
2021;Laudo 280/2021-SETEC/SR/PF/BA;MDMA;;;16,02;;;;drogas clássicas;
2021;Laudo 282/2021-SETEC/SR/PF/BA;MDMA;50;;;;;;drogas clássicas;
2021;Laudo 284/2021-SETEC/SR/PF/BA;MDMA;98;;;;;;drogas clássicas;
2021;Laudo 2858/2021-INC/DITEC/PF;LSD;;;;;;1,00;drogas clássicas;
2021;Laudo 286/2021-SETEC/SR/PF/AM;MDA;144;;;;;;drogas clássicas;
2021;Laudo 286/2021-SETEC/SR/PF/AM;MDA;200;;;;;;drogas clássicas;
2021;Laudo 286/2021-SETEC/SR/PF/AM;MDA;73;;;;;;drogas clássicas;
2021;Laudo 286/2021-SETEC/SR/PF/AM;MDA;56;;;;;;drogas clássicas;
2021;Laudo 286/2021-SETEC/SR/PF/AM;MDA;17;;;;;;drogas clássicas;
2021;Laudo 2900/2021-INC/DITEC/PF;MDMA;25;;;;;;drogas clássicas;
2021;Laudo 2901/2021-INC/DITEC/PF;MDMA;6;;;;;;drogas clássicas;
2021;Laudo 2909/2021-INC/DITEC/PF;MDMA;;;4,93;;;;drogas clássicas;
2021;Laudo 2910/2021-INC/DITEC/PF;MDMA;75;;;;;;drogas clássicas;
2021;Laudo 2911/2021-INC/DITEC/PF;MDMA;25;;;;;;drogas clássicas;
2021;Laudo 2930/2021-NUCRIM/SETEC/SR/PF/SP;LSD;;;;;;4,80;drogas clássicas;
2021;Laudo 294/2021-NUTEC/DPF/PTS/RS;MDMA;100;;;;;;drogas clássicas;
2021;Laudo 297/2021-SETEC/SR/PF/BA;MDMA;100;;;;;;drogas clássicas;
2021;Laudo 297/2021-SETEC/SR/PF/BA;LSD;;50;;;;;drogas clássicas;
2021;Laudo 302/2021-SETEC/SR/PF/BA;MDMA;15;;;;;;drogas clássicas;
2021;Laudo 302/2021-SETEC/SR/PF/BA;MDMA;15;;;;;;drogas clássicas;
2021;Laudo 3025/2021-NUCRIM/SETEC/SR/PF/SP;Metanfetamina;;;0,56;;;;drogas clássicas;
2021;Laudo 308/2021-SETEC/SR/PF/BA;MDMA;40;;;;;;drogas clássicas;
2021;Laudo 308/2021-SETEC/SR/PF/BA;MDA;60;;;;;;drogas clássicas;
2021;Laudo 3203/2021-NUCRIM/SETEC/SR/PF/SP;Metanfetamina;;;4376,00;;;;drogas clássicas;
2021;Laudo 325/2021-SETEC/SR/PF/SC;MDMA;100;;;;;;drogas clássicas;
2021;Laudo 327/2021-INC/DITEC/PF;25E-NBOH;;1000;;;;;feniletilaminas;
2021;Laudo 328/2021-NUTEC/DPF/PTS/RS;DMT;;;3000,00;;;;drogas clássicas;
2021;Laudo 329/2021-INC/DITEC/PF;MDMA;15;;;;;;drogas clássicas;
2021;Laudo 334/2021-INC/DITEC/PF;25E-NBOH;;2150;;;;;feniletilaminas;
2021;Laudo 334/2021-SETEC/SR/PF/SC;MDMA;200;;;;;;drogas clássicas;
2021;Laudo 334/2021-SETEC/SR/PF/SC;MDMA;200;;;;;;drogas clássicas;
2021;Laudo 335/2021-SETEC/SR/PF/SC;MDMA;30;;;;;;drogas clássicas;
2021;Laudo 335/2021-SETEC/SR/PF/SC;MDMA;10;;;;;;drogas clássicas;
2021;Laudo 335/2021-SETEC/SR/PF/SC;MDMA;10;;;;;;drogas clássicas;
2021;Laudo 336/2021-SETEC/SR/PF/SC;MDMA;;;345,23;;;;drogas clássicas;
2021;Laudo 340/2021-INC/DITEC/PF;LSD;;8;;;;;drogas clássicas;
2021;Laudo 342/2021-SETEC/SR/PF/RR;MDA;1;;;;;;drogas clássicas;
2021;Laudo 342/2021-SETEC/SR/PF/RR;MDA;1;;;;;;drogas clássicas;
2021;Laudo 343/2021-SETEC/SR/PF/AM;25B-NBOH;;1000;;;;;feniletilaminas;
2021;Laudo 345/2021-SETEC/SR/PF/AM;MDMA;9;;;;;;drogas clássicas;
2021;Laudo 345/2021-SETEC/SR/PF/AM;MDMA;135;;;;;;drogas clássicas;
2021;Laudo 349/2021-SETEC/SR/PF/RO;MDA;1;;;;;;drogas clássicas;
2021;Laudo 3553/2021-NUCRIM/SETEC/SR/PF/SP;LSD;;4;;;;;drogas clássicas;
2021;Laudo 357/2021-SETEC/SR/PF/AM;25E-NBOH;;19;;;;;feniletilaminas;
2021;Laudo 358/2021-SETEC/SR/PF/PB;MDA;484;;;;;;drogas clássicas;
2021;Laudo 361/2021-INC/DITEC/PF;LSD;;30;;;;;drogas clássicas;
2021;Laudo 362/2021-SETEC/SR/PF/BA;Eutilona;500;;;;;;catinonas sintéticas;
2021;Laudo 3677/2021-NUCRIM/SETEC/SR/PF/SP;DMT;;;1548,90;;;;drogas clássicas;
2021;Laudo 3679/2021-NUCRIM/SETEC/SR/PF/SP;Metanfetamina;;;4,30;;;;drogas clássicas;
2021;Laudo 3680/2021-NUCRIM/SETEC/SR/PF/SP;Anfetamina;18;;;;;;drogas clássicas;
2021;Laudo 3707/2021-NUCRIM/SETEC/SR/PF/SP;DMT;;;1544,10;;;;drogas clássicas;
2021;Laudo 3708/2021-NUCRIM/SETEC/SR/PF/SP;DMT;;;770,20;;;;drogas clássicas;
2021;Laudo 377/2021-INC/DITEC/PF;MDMB-4en-PINACA;;;;;5,6;;canabinoides sintéticos;
2021;Laudo 391/2021-SETEC/SR/PF/RR;MDA;6;;;;;;drogas clássicas;
2021;Laudo 391/2021-SETEC/SR/PF/RR;MDA;15;;;;;;drogas clássicas;
2021;Laudo 391/2021-SETEC/SR/PF/RR;MDA;15;;;;;;drogas clássicas;
2021;Laudo 393/2021-SETEC/SR/PF/MT;MDA;100;;;;;;drogas clássicas;
2021;Laudo 398/2021-SETEC/SR/PF/MT;MDMA;10;;;;;;drogas clássicas;
2021;Laudo 398/2021-SETEC/SR/PF/PI;MDA;194;;;;;;drogas clássicas;
2021;Laudo 398/2021-SETEC/SR/PF/PI;MDA;306;;;;;;drogas clássicas;
2021;Laudo 400/2021-SETEC/SR/PF/MT;MDMA;10;;;;;;drogas clássicas;
2021;Laudo 410/2021-SETEC/SR/PF/PR;MDMA;344;;;;;;drogas clássicas;
2021;Laudo 410/2021-SETEC/SR/PF/RR;MDA;58;;;;;;drogas clássicas;
2021;Laudo 412/2021-SETEC/SR/PF/PB;MDA;1;;;;;;drogas clássicas;
2021;Laudo 412/2021-SETEC/SR/PF/PB;MDA;1;;;;;;drogas clássicas;
2021;Laudo 412/2021-SETEC/SR/PF/PB;MDA;1;;;;;;drogas clássicas;
2021;Laudo 415/2021-SETEC/SR/PF/RO;Clobenzorex;12;;;;;;feniletilaminas;
2021;Laudo 416/2021-SETEC/SR/PF/RO;Clobenzorex;6;;;;;;feniletilaminas;
2021;Laudo 419/2021-INC/DITEC/PF;LSD;;25;;;;;drogas clássicas;
2021;Laudo 419/2021-INC/DITEC/PF;MDA;198;;;;;;drogas clássicas;
2021;Laudo 428/2021-NUTEC/DPF/CAS/SP;Metanfetamina;;;9,30;;;;drogas clássicas;
2021;Laudo 432/2021-NUTEC/DPF/STS/SP;MDMA;;;0,28;;;;drogas clássicas;
2021;Laudo 435/2021-NUTEC/DPF/STS/SP;MDMA;2;;;;;;drogas clássicas;
2021;Laudo 441/2021-SETEC/SR/PF/TO;MDMA;2;;;;;;drogas clássicas;
2021;Laudo 441/2021-SETEC/SR/PF/TO;LSD;;100;;;;;drogas clássicas;
2021;Laudo 442/2021-SETEC/SR/PF/AM;LSD;;199;;;;;drogas clássicas;
2021;Laudo 446/2021-SETEC/SR/PF/AM;25B-NBOH;;6300;;;;;feniletilaminas;
2021;Laudo 446/2021-SETEC/SR/PF/AM;25E-NBOH;;8100;;;;;feniletilaminas;
2021;Laudo 448/2021-SETEC/SR/PF/AM;MDMA;;;38,84;;;;drogas clássicas;
2021;Laudo 449/2021-SETEC/SR/PF/PE;MDMA;70;;;;;;drogas clássicas;
2021;Laudo 449/2021-SETEC/SR/PF/PE;MDA;1100;;;;;;drogas clássicas;
2021;Laudo 467/2021-NUTEC/DPF/STS/SP;MDMA;2;;;;;;drogas clássicas;
2021;Laudo 467/2021-SETEC/SR/PF/AM;25E-NBOH;;7;;;;;feniletilaminas;
2021;Laudo 468/2021-SETEC/SR/PF/PB;MDMA;50;;;;;;drogas clássicas;
2021;Laudo 468/2021-SETEC/SR/PF/PB;MDMA;170;;;;;;drogas clássicas;
2021;Laudo 479/2021-SETEC/SR/PF/AM;MDMA;47;;;;;;drogas clássicas;
2021;Laudo 480/2021-SETEC/SR/PF/PB;25B-NBOH;;1000;;;;;feniletilaminas;
2021;Laudo 487/2021-SETEC/SR/PF/BA;MDMA;49;;;;;;drogas clássicas;
2021;Laudo 487/2021-SETEC/SR/PF/BA;MDA;200;;;;;;drogas clássicas;
2021;Laudo 488/2021-SETEC/SR/PF/AM;MDMA;50;;;;;;drogas clássicas;
2021;Laudo 488/2021-SETEC/SR/PF/AM;MDMA;50;;;;;;drogas clássicas;
2021;Laudo 488/2021-SETEC/SR/PF/BA;MDMA;75;;;;;;drogas clássicas;
2021;Laudo 493/2021-NUTEC/DPF/UDI/MG;MDA;;;1,20;;;;drogas clássicas;
2021;Laudo 497/2021-SETEC/SR/PF/ES;LSD;;21,5;;;;;drogas clássicas;
2021;Laudo 497/2021-SETEC/SR/PF/ES;LSD;;17;;;;;drogas clássicas;
2021;Laudo 500/2021-SETEC/SR/PF/PB;MDA;100;;;;;;drogas clássicas;
2021;Laudo 501/2021-SETEC/SR/PF/AM;25B-NBOH;;7;;;;;feniletilaminas;
2021;Laudo 501/2021-SETEC/SR/PF/AM;MDA;5;;;;;;drogas clássicas;
2021;Laudo 506/2021-SETEC/SR/PF/MT;MDMA;6;;;;;;drogas clássicas;
2021;Laudo 515/2021-SETEC/SR/PF/PB;MDA;15;;;;;;drogas clássicas;
2021;Laudo 516/2021-NUTEC/DPF/RPO/SP;MDA;7;;;;;;drogas clássicas;
2021;Laudo 517/2021-SETEC/SR/PF/PB;MDA;100;;;;;;drogas clássicas;
2021;Laudo 517/2021-SETEC/SR/PF/PB;MDA;101;;;;;;drogas clássicas;
2021;Laudo 520/2021-SETEC/SR/PF/PB;MDA;220;;;;;;drogas clássicas;
2021;Laudo 527/2021-SETEC/SR/PF/RO;MDA;50;;;;;;drogas clássicas;
2021;Laudo 527/2021-SETEC/SR/PF/RO;MDA;50;;;;;;drogas clássicas;
2021;Laudo 530/2021-SETEC/SR/PF/ES;LSD;;26;;;;;drogas clássicas;
2021;Laudo 533/2021-SETEC/SR/PF/PB;MDA;30;;;;;;drogas clássicas;
2021;Laudo 533/2021-SETEC/SR/PF/PB;MDA;10;;;;;;drogas clássicas;
2021;Laudo 533/2021-SETEC/SR/PF/PB;MDA;60;;;;;;drogas clássicas;
2021;Laudo 536/2021-SETEC/SR/PF/CE;MDMA;7;;;;;;drogas clássicas;
2021;Laudo 536/2021-SETEC/SR/PF/CE;MDMA;30;;;;;;drogas clássicas;
2021;Laudo 536/2021-SETEC/SR/PF/ES;LSD;;25;;;;;drogas clássicas;
2021;Laudo 541/2021-SETEC/SR/PF/AM;MDA;72;;;;;;drogas clássicas;
2021;Laudo 545/2021-SETEC/SR/PF/TO;25B-NBOH;;100;;;;;feniletilaminas;
2021;Laudo 551/2021-SETEC/SR/PF/TO;MDA;50;;;;;;drogas clássicas;
2021;Laudo 551/2021-SETEC/SR/PF/TO;MDA;50;;;;;;drogas clássicas;
2021;Laudo 562/2021-SETEC/SR/PF/AM;MDA;3;;;;;;drogas clássicas;
2021;Laudo 562/2021-SETEC/SR/PF/AM;MDA;3;;;;;;drogas clássicas;
2021;Laudo 563/2021-SETEC/SR/PF/AM;25E-NBOH;;15;;;;;feniletilaminas;
2021;Laudo 563/2021-SETEC/SR/PF/AM;25E-NBOH;;15;;;;;feniletilaminas;
2021;Laudo 566/2021-SETEC/SR/PF/BA;MDMA;40;;;;;;drogas clássicas;
2021;Laudo 575/2021-SETEC/SR/PF/MT;25E-NBOH;;250;;;;;feniletilaminas;
2021;Laudo 576/2021-SETEC/SR/PF/MT;MDMA;;;11,77;;;;drogas clássicas;
2021;Laudo 578/2021-SETEC/SR/PF/AM;MDA;500;;;;;;drogas clássicas;
2021;Laudo 585/2021-NUCRIM/SETEC/SR/PF/RJ;MDMA;807;;;;;;drogas clássicas;
2021;Laudo 586/2021-SETEC/SR/PF/AM;MDMA;;;28,48;;;;drogas clássicas;
2021;Laudo 586/2021-SETEC/SR/PF/MT;MDMA;;;13,72;;;;drogas clássicas;
2021;Laudo 590/2021-SETEC/SR/PF/AM;MDMA;249;;;;;;drogas clássicas;
2021;Laudo 590/2021-SETEC/SR/PF/AM;MDMA;250;;;;;;drogas clássicas;
2021;Laudo 602/2021-SETEC/SR/PF/MT;LSD;;25;;;;;drogas clássicas;
2021;Laudo 606/2021-SETEC/SR/PF/AM;MDMA;;;19,85;;;;drogas clássicas;
